id	is_hate	location
12577	0.0	India
12578	0.0	India
12579	0.0	India
12580	0.0	India
12581	0.0	India
12582	0.0	India
12583	0.0	India
12584	0.0	India
12585	0.0	India
12586	0.0	India
12587	0.0	India
12588	0.0	India
12589	0.0	India
12590	0.0	India
12591	0.0	India
12592	0.0	India
12593	0.0	India
12594	0.0	India
12595	0.0	India
12596	0.0	India
12597	0.0	India
12598	0.0	India
12599	0.0	India
12600	0.0	India
12601	0.0	India
12602	0.0	India
12603	0.0	India
12604	0.0	India
12605	0.0	India
12606	0.0	India
12607	0.0	India
12608	0.0	India
12609	0.0	India
12610	0.0	India
12611	0.0	India
12612	0.0	India
12613	0.0	India
12614	0.0	India
12615	0.0	India
12616	0.0	India
12617	0.0	India
12618	0.0	India
12619	0.0	India
12620	0.0	India
12621	0.0	India
12622	0.0	India
12623	0.0	India
12624	0.0	India
12625	0.0	India
12626	0.0	India
12627	0.0	India
12628	0.0	India
12629	0.0	India
12630	0.0	India
12631	0.0	India
12632	0.0	India
12633	0.0	India
12634	0.0	India
12635	0.0	India
12636	0.0	India
12637	0.0	India
12638	0.0	India
12639	0.0	India
12640	0.0	India
12641	0.0	India
12642	0.0	India
12643	0.0	India
12644	0.0	India
12645	0.0	India
12646	0.0	India
12647	0.0	India
12648	0.0	India
12649	0.0	India
12650	0.0	India
12651	0.0	India
12652	0.0	India
12653	0.0	India
12654	0.0	India
12655	0.0	India
12656	0.0	India
12657	0.0	India
12658	0.0	India
12659	0.0	India
12660	0.0	India
12661	0.0	India
12662	0.0	India
12663	0.0	India
12664	0.0	India
12665	0.0	India
12666	0.0	India
12667	0.0	India
12668	0.0	India
12669	0.0	India
12670	0.0	India
12671	0.0	India
12672	0.0	India
12673	0.0	India
12674	0.0	India
12675	0.0	India
12676	0.0	India
12677	0.0	India
12678	0.0	India
12679	0.0	India
12680	0.0	India
12681	0.0	India
12682	0.0	India
12683	0.0	India
12684	0.0	India
12685	0.0	India
12686	0.0	India
12687	0.0	India
12688	0.0	India
12689	0.0	India
12690	0.0	India
12691	0.0	India
12692	0.0	India
12693	0.0	India
12694	0.0	India
12695	0.0	India
12696	0.0	India
12697	0.0	India
12698	0.0	India
12699	0.0	India
12700	0.0	India
12701	0.0	India
12702	0.0	India
12703	0.0	India
12704	0.0	India
12705	0.0	India
12706	0.0	India
12707	0.0	India
12708	0.0	India
12709	0.0	India
12710	0.0	India
12711	0.0	India
12712	0.0	India
12713	0.0	India
12714	0.0	India
12715	0.0	India
12716	0.0	India
12717	0.0	India
12718	0.0	India
12719	0.0	India
12720	0.0	India
12721	0.0	India
12722	0.0	India
12723	0.0	India
12724	0.0	India
12725	0.0	India
12726	0.0	India
12727	0.0	India
12728	0.0	India
12729	0.0	India
12730	0.0	India
12731	0.0	India
12732	0.0	India
12733	0.0	India
12734	0.0	India
12735	0.0	India
12736	0.0	India
12737	0.0	India
12738	0.0	India
12739	0.0	India
12740	0.0	India
12741	0.0	India
12742	0.0	India
12743	0.0	India
12744	0.0	India
12745	0.0	India
12746	0.0	India
12747	0.0	India
12748	0.0	India
12749	0.0	India
12750	0.0	India
12751	0.0	India
12752	0.0	India
12753	0.0	India
12754	0.0	India
12755	0.0	India
12756	0.0	India
12757	0.0	India
12758	0.0	India
12759	0.0	India
12760	0.0	India
12761	0.0	India
12762	0.0	India
12763	0.0	India
12764	0.0	India
12765	0.0	India
12766	0.0	India
12767	0.0	India
12768	0.0	India
12769	0.0	India
12770	0.0	India
12771	0.0	India
12772	0.0	India
12773	0.0	India
12774	0.0	India
12775	0.0	India
12776	1.0	India
12777	0.0	India
12778	0.0	India
12779	0.0	India
12780	0.0	India
12781	0.0	India
12782	0.0	India
12783	0.0	India
12784	0.0	India
12785	0.0	India
12786	0.0	India
12787	0.0	India
12788	0.0	India
12789	0.0	India
12790	0.0	India
12791	0.0	India
12792	0.0	India
12793	0.0	India
12794	0.0	India
12795	0.0	India
12796	0.0	India
12797	0.0	India
12798	0.0	India
12799	0.0	India
12800	0.0	India
12801	0.0	India
12802	0.0	India
12803	0.0	India
12804	0.0	India
12805	0.0	India
12806	0.0	India
12807	0.0	India
12808	0.0	India
12809	0.0	India
12810	0.0	India
12811	0.0	India
12812	0.0	India
12813	0.0	India
12814	0.0	India
12815	0.0	India
12816	0.0	India
12817	0.0	India
12818	0.0	India
12819	0.0	India
12820	0.0	India
12821	0.0	India
12822	0.0	India
12823	0.0	India
12824	0.0	India
12825	0.0	India
12826	0.0	India
12827	0.0	India
12828	0.0	India
12829	0.0	India
12830	0.0	India
12831	0.0	India
12832	0.0	India
12833	0.0	India
12834	0.0	India
12835	0.0	India
12836	0.0	India
12837	0.0	India
12838	0.0	India
12839	0.0	India
12840	0.0	India
12841	0.0	India
12842	0.0	India
12843	0.0	India
12844	0.0	India
12845	0.0	India
12846	0.0	India
12847	0.0	India
12848	0.0	India
12849	0.0	India
12850	0.0	India
12851	0.0	India
12852	0.0	India
12853	0.0	India
12854	0.0	India
12855	0.0	India
12856	0.0	India
12857	0.0	India
12858	0.0	India
12859	0.0	India
12860	0.0	India
12861	0.0	India
12862	0.0	India
12863	0.0	India
12864	0.0	India
12865	0.0	India
12866	0.0	India
12867	0.0	India
12868	0.0	India
12869	1.0	India
12870	0.0	India
12871	0.0	India
12872	0.0	India
12873	0.0	India
12874	0.0	India
12875	0.0	India
12876	0.0	India
12877	0.0	India
12878	0.0	India
12879	0.0	India
12880	0.0	India
12881	0.0	India
12882	0.0	India
12883	0.0	India
12884	0.0	India
12885	0.0	India
12886	0.0	India
12887	0.0	India
12888	0.0	India
12889	0.0	India
12890	0.0	India
12891	0.0	India
12892	0.0	India
12893	0.0	India
12894	0.0	India
12895	0.0	India
12896	0.0	India
12897	0.0	India
12898	0.0	India
12899	0.0	India
12900	0.0	India
12901	0.0	India
12902	0.0	India
12903	0.0	India
12904	0.0	India
12905	0.0	India
12906	0.0	India
12907	0.0	India
12908	0.0	India
12909	0.0	India
12910	0.0	India
12911	0.0	India
12912	0.0	India
12913	0.0	India
12914	0.0	India
12915	0.0	India
12916	0.0	India
12917	0.0	India
12918	0.0	India
12919	0.0	India
12920	0.0	India
12921	0.0	India
12922	0.0	India
12923	0.0	India
12924	0.0	India
12925	0.0	India
12926	0.0	India
12927	0.0	India
12928	0.0	India
12929	0.0	India
12930	0.0	India
12931	0.0	India
12932	0.0	India
12933	0.0	India
12934	0.0	India
12935	0.0	India
12936	0.0	India
12937	0.0	India
12938	0.0	India
12939	0.0	India
12940	0.0	India
12941	0.0	India
12942	0.0	India
12943	0.0	India
12944	0.0	India
12945	0.0	India
12946	0.0	India
12947	0.0	India
12948	0.0	India
12949	0.0	India
12950	0.0	India
12951	0.0	India
12952	0.0	India
12953	0.0	India
12954	0.0	India
12955	0.0	India
12956	0.0	India
12957	0.0	India
12958	0.0	India
12959	0.0	India
12960	0.0	India
12961	0.0	India
12962	0.0	India
12963	0.0	India
12964	0.0	India
12965	0.0	India
12966	0.0	India
12967	0.0	India
12968	1.0	India
12969	0.0	India
12970	0.0	India
12971	0.0	India
12972	0.0	India
12973	0.0	India
12974	0.0	India
12975	0.0	India
12976	0.0	India
12977	0.0	India
12978	0.0	India
12979	0.0	India
12980	0.0	India
12981	0.0	India
12982	0.0	India
12983	0.0	India
12984	0.0	India
12985	0.0	India
12986	0.0	India
12987	0.0	India
12988	0.0	India
12989	0.0	India
12990	0.0	India
12991	0.0	India
12992	0.0	India
12993	0.0	India
12994	0.0	India
12995	0.0	India
12996	0.0	India
12997	0.0	India
12998	0.0	India
12999	0.0	India
13000	0.0	India
13001	0.0	India
13002	0.0	India
13003	0.0	India
13004	0.0	India
13005	0.0	India
13006	0.0	India
13007	0.0	India
13008	0.0	India
13009	0.0	India
13010	0.0	India
13011	0.0	India
13012	0.0	India
13013	0.0	India
13014	0.0	India
13015	0.0	India
13016	0.0	India
13017	0.0	India
13018	0.0	India
13019	0.0	India
13020	0.0	India
13021	0.0	India
13022	0.0	India
13023	0.0	India
13024	0.0	India
13025	0.0	India
13026	0.0	India
13027	0.0	India
13028	0.0	India
13029	0.0	India
13030	0.0	India
13031	0.0	India
13032	0.0	India
13033	0.0	India
13034	0.0	India
13035	0.0	India
13036	0.0	India
13037	0.0	India
13038	0.0	India
13039	0.0	India
13040	0.0	India
13041	0.0	India
13042	0.0	India
13043	0.0	India
13044	0.0	India
13045	0.0	India
13046	0.0	United Arab Emirates
13047	0.0	India
13048	0.0	India
13049	0.0	India
13050	0.0	India
13051	0.0	India
13052	0.0	India
13053	0.0	United Arab Emirates
13054	0.0	India
13055	0.0	India
13056	0.0	India
13057	0.0	India
13058	0.0	India
13059	0.0	India
13060	0.0	India
13061	0.0	India
13062	0.0	India
13063	0.0	India
13064	0.0	India
13065	0.0	India
13066	0.0	India
13067	0.0	India
13068	0.0	India
13069	0.0	India
13070	0.0	India
13071	0.0	India
13072	0.0	India
13073	0.0	India
13074	0.0	India
13075	0.0	India
13076	0.0	India
13077	0.0	India
13078	0.0	India
13079	0.0	India
13080	0.0	India
13081	0.0	India
13082	0.0	India
13083	0.0	India
13084	0.0	India
13085	0.0	India
13086	0.0	India
13087	0.0	India
13088	0.0	India
13089	0.0	India
13090	0.0	India
13091	0.0	India
13092	0.0	India
13093	0.0	India
13094	0.0	India
13095	0.0	India
13096	0.0	India
13097	0.0	India
13098	0.0	India
13099	0.0	India
13100	0.0	India
13101	0.0	India
13102	0.0	India
13103	0.0	India
13104	0.0	India
13105	0.0	India
13106	0.0	India
13107	0.0	India
13108	0.0	India
13109	0.0	India
13110	0.0	India
13111	0.0	India
13112	0.0	India
13113	0.0	India
13114	0.0	India
13115	0.0	India
13116	0.0	India
13117	0.0	India
13118	0.0	India
13119	0.0	India
13120	0.0	India
13121	0.0	India
13122	0.0	India
13123	0.0	India
13124	0.0	India
13125	0.0	India
13126	0.0	India
13127	0.0	India
13128	0.0	India
13129	0.0	India
13130	0.0	India
13131	0.0	India
13132	0.0	India
13133	0.0	India
13134	0.0	India
13135	0.0	India
13136	0.0	India
13137	0.0	India
13138	0.0	India
13139	0.0	India
13140	0.0	India
13141	0.0	India
13142	0.0	India
13143	0.0	India
13144	0.0	India
13145	0.0	India
13146	0.0	India
13147	0.0	India
13148	0.0	India
13149	0.0	India
13150	0.0	India
13151	0.0	India
13152	0.0	India
13153	0.0	India
13154	0.0	India
13155	0.0	India
13156	0.0	United Arab Emirates
13157	0.0	India
13158	0.0	India
13159	0.0	India
13160	0.0	India
13161	0.0	India
13162	0.0	India
13163	0.0	India
13164	0.0	India
13165	0.0	India
13166	0.0	India
13167	0.0	India
13168	0.0	India
13169	0.0	India
13170	0.0	India
13171	0.0	India
13172	0.0	India
13173	0.0	India
13174	0.0	India
13175	0.0	India
13176	0.0	India
13177	0.0	India
13178	0.0	India
13179	0.0	India
13180	0.0	India
13181	0.0	India
13182	0.0	India
13183	0.0	India
13184	0.0	India
13185	0.0	India
13186	1.0	India
13187	0.0	India
13188	0.0	India
13189	0.0	India
13190	0.0	India
13191	0.0	India
13192	0.0	India
13193	0.0	India
13194	0.0	India
13195	0.0	India
13196	0.0	India
13197	0.0	India
13198	0.0	India
13199	0.0	India
13200	0.0	India
13201	0.0	India
13202	0.0	India
13203	0.0	India
13204	0.0	India
13205	0.0	India
13206	0.0	India
13207	0.0	India
13208	0.0	India
13209	0.0	India
13210	0.0	India
13211	0.0	India
13212	0.0	India
13213	0.0	India
13214	0.0	India
13215	0.0	India
13216	0.0	India
13217	0.0	India
13218	0.0	India
13219	0.0	India
13220	0.0	India
13221	0.0	India
13222	0.0	India
13223	0.0	India
13224	0.0	India
13225	0.0	United Arab Emirates
13226	0.0	India
13227	0.0	India
13228	0.0	India
13229	0.0	India
13230	0.0	India
13231	0.0	India
13232	0.0	United Arab Emirates
13233	0.0	India
13234	0.0	India
13235	0.0	India
13236	0.0	India
13237	0.0	India
13238	0.0	India
13239	0.0	India
13240	0.0	India
13241	0.0	India
13242	0.0	India
13243	0.0	India
13244	0.0	India
13245	0.0	India
13246	0.0	India
13247	0.0	India
13248	0.0	India
13249	0.0	India
13250	0.0	India
13251	0.0	India
13252	0.0	United Arab Emirates
13253	0.0	India
13254	0.0	India
13255	0.0	India
13256	0.0	India
13257	0.0	India
13258	0.0	India
13259	0.0	India
13260	0.0	India
13261	0.0	India
13262	0.0	India
13263	1.0	India
13264	0.0	India
13265	0.0	India
13266	0.0	India
13267	0.0	India
13268	0.0	India
13269	0.0	India
13270	0.0	India
13271	0.0	India
13272	0.0	India
13273	0.0	India
13274	0.0	India
13275	0.0	India
13276	0.0	India
13277	0.0	India
13278	0.0	India
13279	0.0	India
13280	0.0	India
13281	0.0	India
13282	0.0	India
13283	0.0	India
13284	0.0	India
13285	0.0	India
13286	0.0	India
13287	0.0	India
13288	0.0	India
13289	0.0	India
13290	0.0	India
13291	0.0	India
13292	0.0	India
13293	0.0	India
13294	0.0	India
13295	0.0	India
13296	0.0	India
13297	0.0	India
13298	0.0	India
13299	0.0	United Arab Emirates
13300	0.0	India
13301	0.0	India
13302	0.0	India
13303	0.0	India
13304	0.0	India
13305	0.0	India
13306	0.0	India
13307	0.0	India
13308	0.0	India
13309	0.0	India
13310	0.0	India
13311	0.0	India
13312	0.0	India
13313	0.0	India
13314	0.0	India
13315	0.0	India
13316	0.0	India
13317	0.0	India
13318	0.0	India
13319	0.0	India
13320	0.0	India
13321	0.0	India
13322	0.0	India
13323	0.0	India
13324	0.0	India
13325	0.0	India
13326	0.0	India
13327	0.0	India
13328	0.0	India
13329	0.0	India
13330	0.0	India
13331	0.0	India
13332	0.0	India
13333	0.0	India
13334	0.0	India
13335	0.0	India
13336	0.0	India
13337	0.0	India
13338	0.0	India
13339	0.0	India
13340	0.0	India
13341	0.0	India
13342	0.0	India
13343	0.0	India
13344	0.0	India
13345	0.0	India
13346	0.0	India
13347	0.0	India
13348	0.0	India
13349	0.0	India
13350	0.0	India
13351	0.0	India
13352	0.0	India
13353	0.0	India
13354	0.0	India
13355	0.0	India
13356	1.0	India
13357	0.0	India
13358	0.0	India
13359	0.0	India
13360	0.0	India
13361	0.0	India
13362	0.0	India
13363	0.0	India
13364	0.0	India
13365	0.0	India
13366	0.0	India
13367	0.0	India
13368	0.0	India
13369	0.0	India
13370	0.0	India
13371	0.0	United Arab Emirates
13372	0.0	India
13373	0.0	India
13374	0.0	India
13375	0.0	India
13376	0.0	India
13377	0.0	India
13378	0.0	India
13379	0.0	India
13380	0.0	India
13381	0.0	India
13382	0.0	India
13383	0.0	India
13384	0.0	India
13385	0.0	India
13386	0.0	India
13387	0.0	India
13388	0.0	India
13389	0.0	India
13390	0.0	India
13391	0.0	India
13392	0.0	India
13393	0.0	India
13394	0.0	India
13395	0.0	India
13396	0.0	India
13397	0.0	India
13398	0.0	India
13399	0.0	India
13400	0.0	India
13401	0.0	India
13402	0.0	India
13403	0.0	India
13404	0.0	India
13405	0.0	India
13406	0.0	India
13407	0.0	India
13408	0.0	India
13409	0.0	India
13410	0.0	India
13411	0.0	United Arab Emirates
13412	0.0	India
13413	0.0	India
13414	0.0	India
13415	0.0	India
13416	0.0	India
13417	0.0	India
13418	0.0	India
13419	0.0	India
13420	0.0	India
13421	0.0	India
13422	0.0	India
13423	0.0	India
13424	0.0	India
13425	0.0	India
13426	0.0	India
13427	0.0	India
13428	0.0	India
13429	0.0	India
13430	0.0	India
13431	0.0	India
13432	0.0	India
13433	0.0	India
13434	0.0	India
13435	0.0	India
13436	0.0	India
13437	0.0	India
13438	0.0	India
13439	0.0	India
13440	0.0	India
13441	0.0	India
13442	0.0	India
13443	0.0	India
13444	0.0	India
13445	0.0	India
13446	0.0	India
13447	0.0	India
13448	0.0	India
13449	0.0	India
13450	0.0	India
13451	0.0	India
13452	0.0	India
13453	0.0	India
13454	0.0	India
13455	0.0	India
13456	0.0	India
13457	0.0	India
13458	0.0	India
13459	0.0	India
13460	1.0	India
13461	0.0	India
13462	0.0	India
13463	0.0	India
13464	0.0	India
13465	0.0	India
13466	0.0	India
13467	0.0	India
13468	0.0	India
13469	0.0	India
13470	0.0	India
13471	0.0	India
13472	0.0	India
13473	0.0	India
13474	0.0	India
13475	0.0	India
13476	0.0	India
13477	0.0	India
13478	0.0	India
13479	0.0	India
13480	0.0	India
13481	0.0	India
13482	0.0	India
13483	0.0	India
13484	0.0	India
13485	0.0	India
13486	0.0	India
13487	0.0	India
13488	0.0	India
13489	0.0	India
13490	0.0	India
13491	0.0	India
13492	0.0	India
13493	0.0	India
13494	0.0	India
13495	0.0	India
13496	0.0	India
13497	0.0	India
13498	0.0	India
13499	0.0	India
13500	0.0	India
13501	0.0	India
13502	0.0	India
13503	0.0	India
13504	0.0	India
13505	0.0	India
13506	0.0	India
13507	0.0	India
13508	0.0	India
13509	0.0	India
13510	0.0	India
13511	0.0	India
13512	0.0	India
13513	0.0	India
13514	0.0	India
13515	0.0	India
13516	0.0	India
13517	0.0	India
13518	0.0	India
13519	0.0	India
13520	0.0	India
13521	0.0	India
13522	0.0	India
13523	0.0	India
13524	0.0	India
13525	0.0	India
13526	0.0	India
13527	0.0	India
13528	0.0	India
13529	0.0	India
13530	0.0	India
13531	0.0	India
13532	0.0	India
13533	0.0	India
13534	0.0	India
13535	0.0	India
13536	0.0	India
13537	0.0	India
13538	0.0	India
13539	0.0	India
13540	0.0	India
13541	0.0	India
13542	0.0	India
13543	0.0	India
13544	0.0	India
13545	0.0	India
13546	0.0	India
13547	0.0	India
13548	0.0	India
13549	0.0	India
13550	0.0	India
13551	0.0	India
13552	0.0	India
13553	0.0	India
13554	0.0	India
13555	0.0	India
13556	0.0	India
13557	0.0	India
13558	0.0	India
13559	0.0	India
13560	0.0	India
13561	0.0	India
13562	0.0	India
13563	0.0	India
13564	0.0	India
13565	0.0	India
13566	0.0	India
13567	0.0	India
13568	0.0	India
13569	0.0	India
13570	0.0	India
13571	0.0	India
13572	0.0	India
13573	0.0	India
13574	0.0	India
13575	0.0	India
13576	0.0	India
13577	0.0	India
13578	0.0	India
13579	0.0	India
13580	0.0	India
13581	0.0	India
13582	0.0	India
13583	0.0	India
13584	0.0	India
13585	0.0	India
13586	0.0	India
13587	0.0	India
13588	0.0	India
13589	0.0	India
13590	0.0	India
13591	0.0	India
13592	0.0	India
13593	0.0	India
13594	0.0	India
13595	0.0	India
13596	0.0	India
13597	0.0	India
13598	0.0	India
13599	0.0	India
13600	0.0	India
13601	0.0	India
13602	0.0	India
13603	0.0	India
13604	0.0	India
13605	0.0	India
13606	0.0	India
13607	0.0	India
13608	0.0	India
13609	0.0	India
13610	0.0	India
13611	0.0	India
13612	0.0	India
13613	0.0	India
13614	0.0	India
13615	0.0	India
13616	0.0	India
13617	0.0	India
13618	0.0	India
13619	0.0	India
13620	0.0	India
13621	0.0	India
13622	0.0	India
13623	0.0	India
13624	0.0	India
13625	0.0	India
13626	0.0	India
13627	0.0	India
13628	0.0	India
13629	0.0	India
13630	0.0	India
13631	0.0	India
13632	0.0	India
13633	0.0	India
13634	0.0	India
13635	0.0	India
13636	0.0	India
13637	0.0	India
13638	0.0	India
13639	0.0	India
13640	0.0	India
13641	0.0	India
13642	0.0	India
13643	0.0	India
13644	0.0	India
13645	0.0	India
13646	0.0	India
13647	0.0	India
13648	0.0	India
13649	0.0	India
13650	0.0	India
13651	0.0	India
13652	0.0	India
13653	0.0	India
13654	0.0	India
13655	0.0	India
13656	0.0	India
13657	0.0	India
13658	0.0	India
13659	0.0	India
13660	0.0	India
13661	0.0	India
13662	0.0	India
13663	0.0	India
13664	0.0	India
13665	0.0	India
13666	0.0	India
13667	0.0	India
13668	0.0	India
13669	0.0	India
13670	0.0	India
13671	0.0	India
13672	0.0	India
13673	0.0	India
13674	0.0	India
13675	0.0	India
13676	0.0	India
13677	0.0	India
13678	0.0	India
13679	0.0	India
13680	0.0	India
13681	0.0	India
13682	1.0	India
13683	0.0	India
13684	0.0	India
13685	0.0	India
13686	0.0	India
13687	0.0	India
13688	0.0	India
13689	0.0	India
13690	0.0	India
13691	0.0	India
13692	0.0	India
13693	0.0	India
13694	0.0	India
13695	0.0	India
13696	0.0	India
13697	0.0	India
13698	0.0	India
13699	0.0	India
13700	0.0	India
13701	0.0	India
13702	0.0	India
13703	0.0	India
13704	0.0	India
13705	0.0	India
13706	0.0	India
13707	0.0	India
13708	0.0	India
13709	0.0	India
13710	0.0	India
13711	0.0	India
13712	0.0	India
13713	0.0	India
13714	0.0	India
13715	0.0	India
13716	0.0	India
13717	0.0	India
13718	0.0	India
13719	0.0	India
13720	0.0	India
13721	0.0	India
13722	0.0	India
13723	0.0	India
13724	0.0	India
13725	0.0	India
13726	0.0	India
13727	0.0	India
13728	0.0	India
13729	0.0	India
13730	0.0	India
13731	0.0	India
13732	0.0	India
13733	0.0	India
13734	0.0	India
13735	0.0	India
13736	0.0	India
13737	0.0	India
13738	0.0	India
13739	0.0	India
13740	0.0	India
13741	0.0	India
13742	0.0	India
13743	0.0	India
13744	0.0	India
13745	0.0	India
13746	0.0	India
13747	0.0	India
13748	0.0	India
13749	0.0	India
13750	0.0	India
13751	0.0	India
13752	0.0	India
13753	0.0	India
13754	0.0	India
13755	0.0	India
13756	0.0	India
13757	0.0	India
13758	0.0	India
13759	1.0	India
13760	0.0	India
13761	0.0	India
13762	0.0	India
13763	0.0	India
13764	0.0	India
13765	0.0	India
13766	0.0	India
13767	0.0	India
13768	0.0	India
13769	0.0	India
13770	0.0	India
13771	0.0	India
13772	0.0	India
13773	0.0	India
13774	0.0	India
13775	0.0	India
13776	0.0	India
13777	0.0	India
13778	0.0	India
13779	0.0	India
13780	0.0	India
13781	0.0	India
13782	0.0	India
13783	0.0	India
13784	0.0	India
13785	0.0	India
13786	0.0	India
13787	0.0	India
13788	0.0	India
13789	0.0	India
13790	0.0	India
13791	0.0	India
13792	0.0	India
13793	0.0	India
13794	0.0	India
13795	0.0	India
13796	0.0	India
13797	0.0	India
13798	0.0	India
13799	0.0	India
13800	0.0	India
13801	0.0	India
13802	0.0	India
13803	0.0	India
13804	0.0	India
13805	0.0	India
13806	0.0	India
13807	0.0	India
13808	0.0	India
13809	0.0	India
13810	0.0	India
13811	0.0	India
13812	0.0	India
13813	0.0	India
13814	0.0	India
13815	0.0	India
13816	0.0	India
13817	0.0	India
13818	0.0	India
13819	0.0	India
13820	0.0	India
13821	0.0	India
13822	0.0	India
13823	0.0	India
13824	0.0	India
13825	0.0	India
13826	0.0	India
13827	0.0	India
13828	0.0	India
13829	0.0	India
13830	0.0	India
13831	0.0	India
13832	0.0	India
13833	0.0	India
13834	0.0	India
13835	0.0	India
13836	0.0	India
13837	0.0	India
13838	0.0	India
13839	0.0	India
13840	0.0	India
13841	0.0	India
13842	0.0	India
13843	0.0	India
13844	0.0	India
13845	0.0	India
13846	0.0	India
13847	0.0	India
13848	0.0	India
13849	0.0	India
13850	0.0	India
13851	0.0	India
13852	1.0	India
13853	0.0	India
13854	0.0	India
13855	0.0	India
13856	0.0	India
13857	0.0	India
13858	0.0	India
13859	0.0	India
13860	0.0	India
13861	0.0	India
13862	0.0	India
13863	0.0	India
13864	0.0	India
13865	0.0	India
13866	0.0	India
13867	0.0	India
13868	0.0	India
13869	0.0	India
13870	0.0	India
13871	0.0	India
13872	0.0	India
13873	0.0	India
13874	0.0	India
13875	0.0	India
13876	0.0	India
13877	0.0	India
13878	0.0	India
13879	0.0	India
13880	0.0	India
13881	0.0	India
13882	0.0	India
13883	0.0	India
13884	0.0	India
13885	0.0	India
13886	0.0	India
13887	0.0	India
13888	0.0	India
13889	0.0	India
13890	0.0	India
13891	0.0	India
13892	0.0	India
13893	0.0	India
13894	0.0	India
13895	0.0	India
13896	0.0	India
13897	0.0	India
13898	0.0	India
13899	0.0	India
13900	0.0	India
13901	0.0	India
13902	0.0	India
13903	0.0	India
13904	0.0	India
13905	0.0	India
13906	0.0	India
13907	0.0	India
13908	0.0	India
13909	0.0	India
13910	0.0	India
13911	0.0	India
13912	0.0	India
13913	0.0	India
13914	0.0	India
13915	0.0	India
13916	0.0	India
13917	0.0	India
13918	0.0	India
13919	0.0	India
13920	0.0	India
13921	0.0	India
13922	0.0	India
13923	0.0	India
13924	0.0	India
13925	0.0	India
13926	0.0	India
13927	0.0	India
13928	0.0	India
13929	0.0	India
13930	0.0	India
13931	0.0	India
13932	0.0	India
13933	0.0	India
13934	0.0	India
13935	0.0	India
13936	0.0	India
13937	0.0	India
13938	0.0	India
13939	0.0	India
13940	0.0	India
13941	0.0	India
13942	0.0	India
13943	0.0	India
13944	0.0	India
13945	0.0	India
13946	0.0	India
13947	0.0	India
13948	0.0	India
13949	0.0	India
13950	0.0	India
13951	0.0	India
13952	0.0	India
13953	0.0	India
13954	0.0	India
13955	0.0	India
13956	1.0	India
13957	0.0	India
13958	0.0	India
13959	0.0	India
13960	0.0	India
13961	0.0	India
13962	0.0	India
13963	0.0	India
13964	0.0	India
13965	0.0	India
13966	0.0	India
13967	0.0	India
13968	0.0	India
13969	0.0	India
13970	0.0	India
13971	0.0	India
13972	0.0	India
13973	0.0	India
13974	0.0	India
13975	0.0	India
13976	0.0	India
13977	0.0	India
13978	0.0	India
13979	0.0	India
13980	0.0	India
13981	0.0	India
13982	0.0	India
13983	0.0	India
13984	0.0	India
13985	0.0	India
13986	0.0	India
13987	0.0	India
13988	0.0	India
13989	0.0	India
13990	0.0	India
13991	0.0	India
13992	0.0	India
13993	0.0	India
13994	1.0	India
13995	0.0	India
13996	0.0	India
13997	0.0	India
13998	0.0	India
13999	0.0	India
14000	0.0	India
14001	0.0	India
14002	0.0	India
14003	0.0	India
14004	0.0	India
14005	0.0	India
14006	0.0	India
14007	0.0	India
14008	0.0	India
14009	0.0	India
14010	0.0	India
14011	0.0	India
14012	0.0	India
14013	0.0	India
14014	0.0	India
14015	0.0	India
14016	0.0	India
14017	0.0	India
14018	0.0	India
14019	0.0	India
14020	0.0	India
14021	0.0	India
14022	0.0	India
14023	0.0	India
14024	0.0	India
14025	0.0	India
14026	0.0	India
14027	0.0	India
14028	0.0	India
14029	0.0	India
14030	0.0	India
14031	0.0	India
14032	0.0	India
14033	0.0	India
14034	0.0	India
14035	0.0	India
14036	0.0	India
14037	0.0	India
14038	0.0	India
14039	0.0	India
14040	0.0	India
14041	0.0	India
14042	0.0	India
14043	0.0	India
14044	0.0	India
14045	0.0	India
14046	0.0	India
14047	0.0	India
14048	0.0	India
14049	0.0	India
14050	0.0	India
14051	0.0	India
14052	0.0	India
14053	0.0	India
14054	0.0	India
14055	0.0	India
14056	0.0	India
14057	0.0	India
14058	0.0	India
14059	0.0	India
14060	0.0	India
14061	0.0	India
14062	0.0	India
14063	0.0	India
14064	0.0	India
14065	0.0	India
14066	0.0	India
14067	0.0	India
14068	0.0	India
14069	0.0	India
14070	0.0	India
14071	0.0	India
14072	0.0	India
14073	0.0	India
14074	0.0	India
14075	0.0	India
14076	0.0	India
14077	0.0	India
14078	0.0	India
14079	0.0	India
14080	0.0	India
14081	0.0	India
14082	0.0	India
14083	0.0	India
14084	0.0	India
14085	1.0	India
14086	0.0	India
14087	0.0	India
14088	0.0	India
14089	0.0	India
14090	0.0	India
14091	0.0	India
14092	0.0	India
14093	0.0	India
14094	0.0	India
14095	0.0	India
14096	0.0	India
14097	0.0	India
14098	0.0	India
14099	0.0	India
14100	0.0	India
14101	0.0	India
14102	0.0	India
14103	0.0	India
14104	0.0	India
14105	0.0	India
14106	0.0	India
14107	0.0	India
14108	0.0	India
14109	0.0	India
14110	0.0	India
14111	0.0	India
14112	0.0	India
14113	0.0	India
14114	0.0	India
14115	0.0	India
14116	0.0	India
14117	0.0	India
14118	0.0	India
14119	0.0	India
14120	0.0	India
14121	0.0	India
14122	0.0	India
14123	0.0	India
